653	989	807	4095	4095	1281	4095	32	9:12:16 p. m.
742	984	779	4095	978	690	695	5	9:12:25 p. m.
737	985	788	4095	1176	963	587	4	9:12:37 p. m.
850	998	838	4095	413	1113	1125	6	9:12:41 p. m.
751	986	760	4095	549	3003	1188	8	9:12:49 p. m.
753	985	772	4095	486	662	624	4	9:13:03 p. m.
695	985	803	4095	1819	1153	988	6	9:13:18 p. m.
788	997	847	4095	815	1378	707	6	9:13:29 p. m.
828	1005	929	4095	488	135	300	3	9:13:30 p. m.
753	986	720	4095	492	918	2174	11	9:13:40 p. m.
842	905	1007	4095	946	3408	259	4	9:13:41 p. m.
785	1010	804	4095	524	847	695	4	9:13:42 p. m.
872	985	863	4095	401	1731	1062	6	9:13:50 p. m.
848	987	791	4095	460	2096	1330	8	9:14:00 p. m.
968	995	1007	4095	1892	4095	2525	14	9:14:01 p. m.
756	987	842	4095	676	1256	435	5	9:14:09 p. m.
798	987	810	4095	480	1015	621	4	9:14:16 p. m.
776	999	883	4095	4095	1978	1054	7	9:14:18 p. m.
692	988	887	4095	4095	4095	975	7	9:14:35 p. m.
797	986	732	4095	495	1322	4095	23	9:14:44 p. m.
675	985	767	4095	1577	780	1046	6	9:15:06 p. m.
744	988	865	4095	2945	4095	802	4	9:15:11 p. m.
765	921	993	4095	2237	554	135	3	9:15:17 p. m.
783	989	922	4095	1105	3523	331	3	9:15:32 p. m.
744	1005	761	4095	566	617	1486	9	9:15:34 p. m.
703	986	796	4095	701	1133	498	3	9:15:47 p. m.
806	998	759	4095	517	944	4095	22	9:15:50 p. m.
900	956	989	4095	361	284	137	4	9:15:57 p. m.
841	998	840	4095	515	4095	1623	9	9:16:01 p. m.
824	989	758	4095	420	1687	3692	18	9:16:05 p. m.
739	988	839	4095	658	855	263	2	9:16:11 p. m.
721	985	755	4095	638	835	700	5	9:16:17 p. m.
800	988	907	4095	3875	4095	1612	8	9:16:27 p. m.
901	995	925	4095	562	4095	753	5	9:16:32 p. m.
731	986	954	4095	2229	3159	163	4	9:16:42 p. m.
883	891	1002	4095	454	2398	210	4	9:16:46 p. m.
797	987	802	4095	530	1534	869	6	9:17:11 p. m.
659	988	909	4095	2883	1967	673	5	9:17:17 p. m.
776	997	772	4095	505	794	991	5	9:17:20 p. m.
757	986	747	4095	486	927	1106	6	9:17:36 p. m.
785	984	818	4095	547	1307	677	5	9:17:54 p. m.
824	997	939	4095	1371	1397	346	3	9:17:57 p. m.
739	985	826	4095	652	1148	380	3	9:18:09 p. m.
762	987	789	4095	1125	1046	1700	9	9:18:17 p. m.
772	1003	820	4095	555	1261	635	4	9:18:19 p. m.
837	988	837	4095	459	1608	912	6	9:18:25 p. m.
785	1002	785	4095	505	1178	846	6	9:18:27 p. m.
770	985	760	4095	641	1165	1907	10	9:18:38 p. m.
773	997	788	4095	669	1169	2276	10	9:18:41 p. m.
946	1003	872	4095	513	1712	530	4	9:18:43 p. m.
829	985	836	4095	559	3164	1024	7	9:18:49 p. m.
853	999	896	4095	540	1936	527	4	9:18:53 p. m.
766	989	921	4095	1603	390	210	4	9:19:00 p. m.
734	999	857	4095	636	829	272	3	9:19:02 p. m.
752	986	764	4095	465	907	2086	11	9:19:09 p. m.
854	1010	937	4095	747	3119	368	5	9:19:10 p. m.
821	985	829	4095	517	1660	504	5	9:19:23 p. m.
757	994	847	4095	1467	1208	558	4	9:19:27 p. m.
818	1010	875	4095	896	1667	1237	8	9:19:27 p. m.
883	1003	949	4095	801	4095	255	1	9:19:29 p. m.
747	989	922	4095	1177	1608	256	3	9:19:39 p. m.
829	983	860	4095	545	1567	648	5	9:19:56 p. m.
767	985	758	4095	436	780	933	5	9:20:02 p. m.
859	1005	865	4095	448	1705	687	5	9:20:04 p. m.
800	1000	1003	4095	925	175	145	4	9:20:05 p. m.
784	985	808	4095	1010	1286	1022	6	9:20:22 p. m.
771	1007	847	4095	963	1460	753	6	9:20:23 p. m.
869	995	871	4095	453	1416	1133	7	9:20:25 p. m.
830	988	878	4095	1036	2516	735	4	9:20:35 p. m.
733	1001	769	4095	1159	894	1046	7	9:20:37 p. m.
730	989	793	4095	677	933	1013	5	9:20:41 p. m.
807	1008	780	4095	566	902	1999	10	9:20:43 p. m.
706	1008	795	4095	1003	1022	912	6	9:20:43 p. m.
781	1006	804	4095	698	1115	1731	9	9:20:44 p. m.
630	986	699	4095	408	175	431	2	9:20:53 p. m.
762	1004	787	4095	665	923	795	6	9:20:54 p. m.
790	1005	835	4095	673	1677	934	5	9:20:56 p. m.
692	985	747	4095	1060	1031	698	5	9:21:06 p. m.
744	989	958	4095	2491	890	534	5	9:21:21 p. m.
686	1010	725	4095	478	1208	1000	6	9:21:21 p. m.
808	1008	880	4095	581	1228	547	4	9:21:22 p. m.
724	984	751	4095	584	628	1302	8	9:21:51 p. m.
788	1001	751	4095	1173	269	339	3	9:21:53 p. m.
753	995	829	4095	609	846	632	5	9:21:57 p. m.
784	998	779	4095	402	974	1060	7	9:21:59 p. m.
794	1007	816	4095	511	885	551	3	9:22:00 p. m.
779	998	820	4095	790	1137	1357	7	9:22:03 p. m.
845	1010	940	4095	3015	458	3039	15	9:22:04 p. m.
789	985	845	4095	920	658	194	3	9:22:26 p. m.
905	988	790	4095	534	4095	4095	37	9:22:38 p. m.
855	983	846	4095	533	1679	1325	7	9:22:48 p. m.
856	985	786	4095	361	1704	1248	7	9:23:12 p. m.
772	916	992	4095	510	1897	113	3	9:23:17 p. m.
728	984	784	4095	862	1603	1103	6	9:23:24 p. m.
825	985	776	4095	408	1120	1062	5	9:23:30 p. m.
836	993	873	4095	608	1381	612	5	9:23:34 p. m.
777	983	848	4095	1969	4095	1004	8	9:23:44 p. m.
831	983	843	4095	536	1363	461	4	9:23:59 p. m.
739	1012	945	4095	962	290	122	4	9:23:59 p. m.
636	988	718	4095	847	344	431	3	9:24:04 p. m.
782	985	786	4095	515	1131	1017	6	9:24:11 p. m.
640	985	767	4095	1162	215	215	2	9:24:22 p. m.
735	985	739	4095	508	624	870	6	9:24:36 p. m.
848	1008	866	4095	609	2532	1639	9	9:24:36 p. m.
834	1007	946	4095	2013	2026	116	2	9:24:38 p. m.
787	991	819	4095	465	800	548	4	9:24:43 p. m.
773	996	844	4095	860	1850	465	4	9:24:46 p. m.
734	984	833	4095	1099	1695	615	4	9:24:56 p. m.
788	992	789	4095	402	910	2033	11	9:25:00 p. m.
840	987	952	4095	1888	4095	243	3	9:25:25 p. m.
866	1007	911	4095	528	2219	415	4	9:25:27 p. m.
725	985	802	4095	851	315	2213	10	9:25:33 p. m.
706	985	747	4095	1304	1033	3488	18	9:25:44 p. m.
741	1011	869	4095	2000	2438	274	3	9:25:44 p. m.
756	1002	816	4095	555	776	447	5	9:25:46 p. m.
683	1013	784	4095	1408	823	794	5	9:25:46 p. m.
742	984	809	4095	756	1747	501	3	9:25:55 p. m.
929	988	846	4095	298	994	1299	8	9:26:22 p. m.
763	1005	810	4095	692	758	844	5	9:26:24 p. m.
763	1001	794	4095	546	832	541	4	9:26:26 p. m.
