769	985	789	4095	386	984	658	3	7:42:30 p. m.
809	996	773	4095	419	906	1742	10	7:42:33 p. m.
815	987	883	4095	650	1832	521	5	7:42:43 p. m.
697	1010	750	4095	777	728	1435	8	7:42:43 p. m.
632	985	764	4095	890	736	330	3	7:42:56 p. m.
765	985	807	4095	738	1059	688	6	7:43:03 p. m.
772	993	794	4095	579	865	776	5	7:43:07 p. m.
823	986	837	4095	422	1258	760	4	7:43:12 p. m.
729	984	756	4095	711	924	799	6	7:43:20 p. m.
704	996	791	4095	813	918	1090	6	7:43:23 p. m.
717	1005	812	4095	957	1107	824	4	7:43:24 p. m.
910	985	864	4095	426	1727	594	6	7:43:30 p. m.
738	996	852	4095	1080	898	553	4	7:43:33 p. m.
770	997	826	4095	665	879	466	5	7:43:36 p. m.
758	986	938	4095	3193	1044	140	3	7:43:43 p. m.
751	999	746	4095	623	636	1928	11	7:43:45 p. m.
773	994	829	4095	851	1199	821	4	7:43:49 p. m.
733	984	822	4095	891	1145	486	4	7:43:54 p. m.
899	1009	1003	4095	545	317	297	3	7:43:55 p. m.
861	1005	915	4095	469	180	359	3	7:43:58 p. m.
876	989	894	4095	641	4095	969	6	7:44:07 p. m.
787	999	834	4095	507	1245	671	5	7:44:09 p. m.
689	982	851	4095	665	905	195	4	7:44:22 p. m.
682	1003	853	4095	3910	424	148	3	7:44:24 p. m.
774	1003	745	4095	477	913	2365	12	7:44:25 p. m.
764	1009	796	4095	530	857	754	6	7:44:25 p. m.
784	1007	871	4095	1026	1774	904	6	7:44:26 p. m.
845	999	926	4095	631	1609	380	4	7:44:30 p. m.
825	996	841	4095	1648	4095	4095	27	7:44:32 p. m.
705	992	824	4095	2300	762	226	3	7:44:36 p. m.
863	982	826	4095	349	1876	1018	5	7:44:43 p. m.
741	995	842	4095	1186	1587	1029	6	7:44:46 p. m.
773	981	851	4095	1301	2966	600	5	7:44:55 p. m.
748	986	901	4095	1730	1547	227	2	7:45:06 p. m.
774	984	762	4095	489	1191	3363	18	7:45:13 p. m.
854	985	903	4095	1244	4095	961	6	7:45:20 p. m.
886	1005	819	4095	317	1035	1216	8	7:45:20 p. m.
997	670	687	4095	180	2776	160	2	7:45:23 p. m.
746	999	873	4095	4095	4095	1187	8	7:45:25 p. m.
869	1007	850	4095	511	1234	724	6	7:45:26 p. m.
743	1002	788	4095	728	668	765	5	7:45:28 p. m.
804	1010	824	4095	487	844	778	6	7:45:28 p. m.
764	985	811	4095	545	935	726	5	7:45:37 p. m.
781	1008	779	4095	672	1239	2761	15	7:45:38 p. m.
763	1008	801	4095	682	964	1048	6	7:45:39 p. m.
801	1006	819	4095	686	1040	1697	9	7:45:40 p. m.
780	1003	790	4095	575	896	1414	8	7:45:41 p. m.
734	983	813	4095	784	940	681	4	7:45:48 p. m.
752	986	841	4095	1213	1015	549	4	7:46:37 p. m.
741	994	828	4095	638	1137	474	5	7:46:40 p. m.
857	995	858	4095	380	1253	436	4	7:46:44 p. m.
770	984	738	4095	454	821	1245	7	7:46:56 p. m.
779	984	819	4095	515	1155	587	4	7:47:10 p. m.
994	977	906	4095	574	3466	207	3	7:47:15 p. m.
786	1002	782	4095	517	1248	1969	10	7:47:17 p. m.
761	986	764	4095	449	1137	751	5	7:47:36 p. m.
741	1000	777	4095	717	914	1128	6	7:47:54 p. m.
822	988	923	4095	4095	4095	1504	9	7:47:59 p. m.
707	1000	871	4095	816	1572	324	4	7:48:01 p. m.
847	985	860	4095	428	1590	1291	7	7:48:13 p. m.
744	984	721	4095	507	662	1729	9	7:48:23 p. m.
794	1004	789	4095	375	685	691	5	7:48:24 p. m.
869	995	976	4095	674	292	387	4	7:48:28 p. m.
734	983	779	4095	708	922	598	4	7:48:39 p. m.
745	993	773	4095	427	686	658	4	7:48:43 p. m.
860	1010	875	4095	485	3936	979	5	7:48:43 p. m.
660	986	697	4095	1354	869	2872	15	7:48:50 p. m.
864	998	950	4095	953	2114	162	2	7:48:53 p. m.
781	994	835	4095	583	1401	333	5	7:48:56 p. m.
755	985	770	4095	485	704	1516	10	7:49:02 p. m.
766	994	797	4095	1406	1013	1942	11	7:49:06 p. m.
776	1000	814	4095	626	952	485	4	7:49:09 p. m.
883	1009	868	4095	326	1110	731	5	7:49:09 p. m.
842	990	889	4095	421	2592	707	5	7:49:17 p. m.
715	985	762	4095	802	1017	738	4	7:49:33 p. m.
829	1004	926	4095	744	214	378	4	7:49:35 p. m.
727	983	830	4095	1265	2312	598	6	7:49:50 p. m.
779	997	823	4095	595	1002	807	5	7:49:53 p. m.
820	988	888	4095	444	1238	317	3	7:49:59 p. m.
732	984	824	4095	1466	1065	1202	7	7:50:12 p. m.
857	985	800	4095	450	2519	1057	7	7:50:23 p. m.
808	1010	956	4095	4095	4095	1271	8	7:50:24 p. m.
864	987	965	4095	547	144	277	3	7:50:35 p. m.
770	984	805	4095	578	1031	699	4	7:50:46 p. m.
710	987	725	4095	425	199	791	5	7:50:51 p. m.
749	987	818	4095	601	1140	896	6	7:50:57 p. m.
773	985	734	4095	494	1402	3040	16	7:51:10 p. m.
852	999	857	4095	568	2998	1412	8	7:51:12 p. m.
741	1006	928	4095	4095	4095	3123	16	7:51:14 p. m.
752	1008	785	4095	744	875	1784	9	7:51:14 p. m.
760	986	766	4095	502	707	762	6	7:51:30 p. m.
848	985	858	4095	730	2915	859	5	7:51:37 p. m.
737	987	762	4095	571	851	1049	7	7:52:00 p. m.
826	1000	838	4095	488	1029	753	6	7:52:02 p. m.
746	983	822	4095	620	706	427	3	7:52:12 p. m.
781	984	768	4095	447	812	1277	8	7:52:22 p. m.
714	991	749	4095	836	772	1850	9	7:52:27 p. m.
701	985	814	4095	1737	1093	535	4	7:52:36 p. m.
713	991	791	4095	700	800	536	4	7:52:41 p. m.
824	993	879	4095	2209	1299	456	5	7:52:44 p. m.
736	1002	818	4095	960	859	582	5	7:52:46 p. m.
811	996	861	4095	1049	1238	913	6	7:52:50 p. m.
893	993	879	4095	314	2050	1574	8	7:53:07 p. m.
775	987	820	4095	990	1372	870	7	7:53:12 p. m.
858	987	941	4095	490	1778	223	2	7:53:17 p. m.
676	993	831	4095	930	976	162	3	7:53:21 p. m.
757	1000	804	4095	527	1037	558	5	7:53:23 p. m.
885	1005	901	4095	480	2693	658	4	7:53:25 p. m.
751	994	838	4095	847	1472	847	6	7:53:29 p. m.
740	984	743	4095	635	1134	1017	5	7:53:45 p. m.
833	1009	751	4095	344	1022	3068	16	7:53:45 p. m.
843	986	933	4095	496	3923	199	3	7:53:56 p. m.
731	984	827	4095	812	991	404	5	7:54:02 p. m.
817	984	849	4095	647	1315	850	5	7:54:29 p. m.
764	986	773	4095	519	734	676	5	7:54:52 p. m.
841	996	840	4095	483	1244	833	5	7:54:55 p. m.
800	1010	777	4095	496	864	1719	9	7:54:56 p. m.
699	1010	816	4095	752	1864	476	3	7:54:56 p. m.
737	1001	815	4095	675	1000	586	5	7:54:58 p. m.
832	1003	875	4095	635	1776	804	5	7:54:59 p. m.
783	1008	866	4095	900	3043	758	6	7:55:00 p. m.
775	985	775	4095	560	938	897	7	7:55:39 p. m.
788	1008	998	4095	143	1810	191	3	7:55:40 p. m.
713	984	777	4095	4095	2146	4095	27	7:55:49 p. m.
850	1006	846	4095	481	879	707	5	7:55:50 p. m.
824	1003	759	4095	474	1496	4095	23	7:55:52 p. m.
875	997	906	4095	534	1913	802	5	7:55:55 p. m.
736	996	766	4095	484	711	848	6	7:55:58 p. m.
849	985	734	4095	307	710	972	7	7:56:07 p. m.
854	986	797	4095	879	4095	4095	26	7:56:19 p. m.
695	992	774	4095	1024	939	1246	6	7:56:23 p. m.
796	992	754	4095	526	1024	1648	9	7:56:27 p. m.
813	1008	884	4095	1031	3351	619	5	7:56:28 p. m.
835	993	835	4095	430	1148	705	5	7:56:32 p. m.
737	991	804	4095	561	1024	670	4	7:56:36 p. m.
819	995	777	4095	222	418	168	2	7:56:40 p. m.
839	986	812	4095	1127	4095	4095	28	7:56:45 p. m.
